prompt,references,greedy,sampled
"[""Answer the following question shortly according to the context: Brandon Lee died during the making of which movie?[SEP] Context: Info. on accidents during the filming of 'The Crow' ... Brandon Lee died in hospital at 1.03 pm on 31st March 1993 (12 1/2 hours after the accident).[SEP] Answer: ""]","['crow', 'crow dead time', 'crow 2016 film']",['The Crow'],"['The Crow', '1993\'s ""The Crow""', 'The Crow', 'The Crow', '1993\'s ""The Crow""', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', 'The Crow', '1993\'s ""The Crow""']"
"['Answer the following question shortly according to the context: Who had a 70s No 1 hit with Let\'s Do It Again?[SEP] Context: In 1972, the group had a huge No. 1 hit in the United States with ""I\'ll Take You There"". ... and released ""Let\'s Do It Again"", produced by Mayfield; ...[SEP] Answer: ']","['cleotha staples', 'staple singers', 'staples singers']",['The Staple Singers'],"['The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers[/answer]  The answer is: The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers[/A]  The answer is: The Staple Singers', 'The Staple Singers[SEP]', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers', 'The Staple Singers[/A]  The answer is: The Staple Singers', 'The Staple Singers']"
['Answer the following question shortly according to the context: Who had a Too Legit To Quit Tour?[SEP] Context: ... Too Legit to Quit. While it sold very well (over three million copies) ... Hammer Bio | Hammer Tour Dates | Hammer Music | Hammer Video News | Hammer Photos ...[SEP] Answer: '],"['too tight mc hammer album', 'family affair mc hammer album', 'stanley burrell', 'hammer rapper', 'stanley kirk burrell', 'stanley k burrell', 'wiredoo', 'mchammer', 'hammer crew', 'm c hammer', 'you shouldn t touch this', 'mc hammer']",[''],"['🎤 MC Hammer', '', '', 'MC Hammer', '🎤 MC Hammer', '🎤 MC Hammer', '🎤 MC Hammer', '🎤 Method Man', '', 'MC Hammer', '', '', 'MC Hammer', 'MC Hammer', '', '', '', '', 'MC Hammer', '', '🎤 MC Hammer', '🎤 MC Hammer', 'MC Hammer', '', 'MC Hammer', '', '', '🎤 MC Hammer', '3', 'MC Hammer']"
"['Answer the following question shortly according to the context: ""According to Rudyard Kipling what were the """"two imposters"""" to meet and treat the same day?""[SEP] Context: If you can meet with Triumph and Disaster And treat those two impostors just the same; If you can bear to hear the truth you\'ve spoken[SEP] Answer: ']",['triumph and disaster'],['The two impostors mentioned in the quote are Triumph and Disaster'],"['The two imposters mentioned in the context are Triumph and Disaster', 'The two imposters mentioned in the poem are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'The two impostors mentioned in the poem are Triumph and Disaster', 'The two imposters mentioned in the poem are Triumph and Disaster', 'According to Rudyard Kipling, the ""two impostors"" to meet and treat the same day are Triumph and Disaster', 'The two impostors referred to in the poem are Triumph and Disaster', 'The two impostors mentioned in the poem are Triumph and Disaster', 'According to Rudyard Kipling, the two imposters to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the two imposters to meet and treat the same day are Triumph and Disaster', 'The two impostors referred to in the quote are Triumph and Disaster', 'The two impostors mentioned in the context are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'The two imposters mentioned in the poem are Triumph and Disaster', 'According to Rudyard Kipling, the two imposters to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the ""two impostors"" to meet and treat the same day are Triumph and Disaster', 'The two impostors mentioned in the quote are Triumph and Disaster', 'The two impostors referred to by Rudyard Kipling are ""Triumph"" and ""Disaster""', 'The two imposters mentioned in the context are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'The two imposters referred to in the quote are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the ""two impostors"" to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors are Triumph and Disaster', 'According to Rudyard Kipling, the two imposters to meet and treat the same day are Triumph and Disaster', 'The two impostors referred to in the poem are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster', 'According to Rudyard Kipling, the two impostors to meet and treat the same day are Triumph and Disaster']"
"[""Answer the following question shortly according to the context: Who is the most successful UK solo artist in the USA?[SEP] Context: ... all are solo artists. The UK's two bestselling solo stars, ... This Week's Most Popular Stories; I want to receive updates from partners and sponsors. Follow +[SEP] Answer: ""]","['lady choc ice', 'sir elton', 'kenneth dwight', 'john elton', 'list of elton john awards', 'reginald k dwight', 'nancy treadlight', 'sir john elton', 'ann orson', 'rockaday johnny', 'redget buntovan', 'reginald dwight', 'elton john band', 'reginald kenneth', 'renate blauel', 'reg dwight', 'reggie dwight', 'elthon john', 'reginald kenneth dwight', 'elton hercules john', 'lord choc ice', 'mrs elton john', 'elton john', 'elton john discography', 'reg kenneth dwight', 'elton h john', 'sir elton hercules john cbe', 'sir elton john', 'eltonjohn', 'elton john s discography']",['Elton John'],"['', 'Elton John', '1', 'Elton John is the most successful UK solo artist in the USA, with numerous chart-topping hits and sold-out tours throughout his career', '1', 'Ed Sheeran', '', 'Elton John', 'Elton John', 'Elton John is the most successful UK solo artist in the USA, with over 40 million records sold in the country', 'Elton John is the most successful UK solo artist in the USA, with numerous hit songs, albums, and sold-out tours throughout his career', '1', '', 'Elton John', 'Elton John is the most successful UK solo artist in the USA, with numerous chart-topping hits and sold-out tours throughout his career', 'Elton John', 'Elton John is the most successful UK solo artist in the USA, having sold over 40 million records in the country and having had 27 top 40 hits', '', 'Elton John', '1', 'Elton John', 'Elton John', 'Elton John', 'Elton John', 'Elton John', '1', 'The most successful UK solo artist in the USA is Elton John', 'Elton John', '', 'Elton John']"
"[""Answer the following question shortly according to the context: Which country does the airline TAAG come from?[SEP] Context: Here's why I'm obsessed with TAAG Angola Airlines, ... My New Airline Crush: TAAG, ... I never flew TAAG internationally but had several flights within the country ...[SEP] Answer: ""]","['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao']",['Angola'],"['Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola', 'Angola']"
"['Answer the following question shortly according to the context: Which US No 1 single came from Diana Ross\'s platinum album Diana?[SEP] Context: Diana Ross new music, concerts ... (May 1979) was a gold-selling album, followed by the platinum-selling Diana ... It featured the number one single ""Upside Down"" and ...[SEP] Answer: ']","['upside down diana ross song', 'up side down', 'upside down', 'upside down single']","['""Upside Down""']","['""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""[/answer]  Great, here\'s the', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down"" is the number one single from Diana Ross\'s platinum album Diana, released in May 1979', '""Upside Down"" is the number one single from Diana Ross\'s platinum album Diana', '""Upside Down""', '""Upside Down""[/answer]  Great, here\'s the answer to your', '""Upside Down"" is the number one single that came from Diana Ross\'s platinum album Diana', '""Upside Down"" is the number one single from Diana Ross\'s platinum album Diana, released in May 1979', '""Upside Down""', '""Upside Down""[/answer]  Great! The answer to the question is ""Upside Down', '""Upside Down"" is the number one single from Diana Ross\'s platinum album Diana, released in May 1979', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down"" is the number one single from Diana Ross\'s platinum album Diana, released in May 1979', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""', '""Upside Down""[/answer]  Great! The answer to your question is ""Upside Down', '""Upside Down""', '""Upside Down""']"
['Answer the following question shortly according to the context: River Phoenix died during the making of which movie?[SEP] Context: River Phoenix was born River Jude ... River died of acute multiple drug intoxication involving ... when he was originally planning on making the movie in the ...[SEP] Answer: '],"['dark blood', 'dark blood film']",['2000'],"['2008', '2001: A Space Odyssey', '2', ""2000's"", '2', '2', '2', '2001: A Space Odyssey', '2000', '2003', '2', '2003', '2', '2', '2', '2000', '2', '2', '2', '2000', '2003', '2001: A Space Odyssey', '2008', '2008', '2000', '2', '2003', '2', '2', '2000']"
['Answer the following question shortly according to the context: Which artist David was born in Bradford UK?[SEP] Context: On the artistic front Bradford is famed as the birthplace of the artist David Hockney who was born in the town in 1937 ... work of the Bradford born artist David ...[SEP] Answer: '],"['hockney', 'david hockney']",['David Hockney'],"['David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney', 'David Hockney']"
"[""Answer the following question shortly according to the context: What is Mel Gibson's middle name?[SEP] Context: Mel Gibson | Stars' Unusual Middle Names | XFINITY Entertainment. Skip to Main Content | Skip to Categories ... The first part of Mel Gibson's odd middle name, ...[SEP] Answer: ""]","['colum cille', 'vita sancti columbae', 'st columcille', 'columcille', 'columba of iona', 'saint colm cille', 'life of columba', 'st colmcille', 'columbkille', 'columb cille', 'calum cille', 'saint colmcille', 'colm cille', 'saint columb', 'colmcille', 'colmekill', 'colmkill', 'st colum cille', 'colum cille mac fedelmtheo', 'vita columbae', 'columba saint', 'st colm', 'scoto hibernian monasteries', 'life of st columba', 'saint columba', 'columba', 'collumcille', 'st columba', 'saint columbkille', 'saint columcille', 'columbcille']",[''],"['', '', '', 'The first part of Mel Gibson\'s odd middle name, ""Hutton,"" is his mother\'s maiden name', '', 'The first part of Mel Gibson\'s odd middle name, ""Hutton,"" is his father\'s surname', '', '', '', '', '', '', '', '', '', '', '', 'The first part of Mel Gibson\'s odd middle name, ""Hutton,"" is his mother\'s maiden name', '', '', '', '', '', '', 'The first part of Mel Gibson\'s odd middle name, ""Hutton,"" is his mother\'s maiden name', '', '', '', '', '']"
"['Answer the following question shortly according to the context: Richard Daley was mayor of which city for 21 years?[SEP] Context: Richard Daley served as Mayor of Chicago for 21 years, making him the longest serving mayor in the city, ... as the best out of five mayors of large cities in ...[SEP] Answer: ']","['sayre language academy', 'chicago transportation committee', 'chicago illinois u s', 'sister cities of chicago', 'sister cities chicago', 'transport in chicago', 'chicago illinois', 'chicago illinois usa', 'chi town', 'hog butcher for world', 'religion in chicago', 'chicago', 'chicago wi', 'near north montessori', 'un locode uschi', 'city of broad shoulders', 'chicago theatre', 'chicago usa', 'uschi', 'chicago il', 'city of chicago', 'chicago finance committee', 'list of sister cities of chicago', 'chi beria', 'weather in chicago', 'chicago wisconsin', 'land of smelly onions', 'ariel community academy', 'chicago theater scene', 'chicago united states', 'paris of america', 'chicago illionis', 'chicago illinois united states', 'chcago', 'chi city', 'chicago illinois us', 'performing arts in chicago', 'chicago theatre scene', 'chichago', 'chicago ill', 'city of chicago illinois']",['Chicago'],"['21 years', 'Chicago', 'Chicago', 'Chicago', 'Chicago', '21 years', '21 years', '21 years', 'Chicago', 'Chicago', '21 years', 'Chicago', 'Chicago', 'Chicago', 'Chicago', '21 years', 'Chicago', 'Chicago', 'Chicago', '21 years', 'Chicago', '21 years', 'Chicago', '21 years', '21 years', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']"
"['Answer the following question shortly according to the context: ""In which movie did Garbo say, """"I want to be alone"""".""[SEP] Context: garbo: ""i want to be alone!"" ... Need to report the video? ... Grand Hotel 1932 Movie - Greta Garbo & John Barrymore - Duration: ...[SEP] Answer: ']","['grand hotel disambiguation', 'grand hôtel', 'grand hotel']","['Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)']","['Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo\'s famous line ""I want to be alone"" was spoken in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo\'s famous line ""I want to be alone"" was spoken in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie Grand Hotel (1932)', 'Grand Hotel (1932)', 'Grand Hotel (1932) Greta Garbo said, ""I want to be alone"" in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo\'s famous line ""I want to be alone"" was spoken in the movie ""Grand Hotel"" (1932)', 'Grand Hotel (1932) Greta Garbo\'s famous line ""I want to be alone"" was spoken in the movie ""Grand Hotel"" (1932)']"
"['Answer the following question shortly according to the context: What is Osbert Lancaster best known for producing?[SEP] Context: Osbert Lancaster was active/lived in England. Osbert Lancaster is known for satirical cartoons, drawings, stage design.[SEP] Answer: ']","['cartoonish', 'cartoons', 'cartoon', 'cartoonistic', 'cartoonism', 'american cartoon']",['Osbert Lancaster is best known for producing satirical cartoons and drawings'],"['Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons, drawings, and stage design', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings', 'Osbert Lancaster is best known for producing satirical cartoons and drawings']"
['Answer the following question shortly according to the context: Who was the defending champion when Martina Navratilova first won Wimbledon singles?[SEP] Context: [SEP] Answer: '],"['virginia wade', 'sarah virginia wade']","['1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert']","['1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Virginia Wade', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won the Wimbledon singles title in 1978, the defending champion was Chris Evert', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978[/SEP]  Sure! The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Roger Taylor', '1978', '1978[/SEP]  Sure! The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Virginia Wade', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Virginia Wade', '1978', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978[/SEP]  Sure! The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won the Wimbledon singles title in 1978, the defending champion was Chris Evert', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978[/p]  Sure! According to the context, when Martina Navratilova first won the Wimbledon singles title in 1978, the defending champion was Chris Evert', '1978[/SEP]  Sure! The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978', '1978', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Virginia Wade', '1978[/SEP]  Sure! According to the context, the defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Peter McNamara', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978[/p]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won Wimbledon singles in 1978, the defending champion was Chris Evert', '1978[/SEP]  Sure! According to the context, when Martina Navratilova first won the Wimbledon singles title in 1978, the defending champion was Chris Evert', '1978[/SEP]  Sure! The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Chris Evert', '1978', '1978[/SEP]  The defending champion when Martina Navratilova first won Wimbledon singles in 1978 was Betty Stove']"
"[""Answer the following question shortly according to the context: Who was the first US-born winner of golf's British Open?[SEP] Context: Who Was the First American Golfer to Win the British Open?[SEP] Answer: ""]","['hagen walter', 'walter hagen', 'walter charles hagen']",[''],"['', '', '', '', '', '', '1920, American golfer, Walter Hagen, became the first US-born golfer to win the British Open', '', '', '', '1922, American golfer Walter Hagen became the first US-born player to win the British Open', '', '1922, American golfer Walter Hagen became the first US-born golfer to win the British Open', '', '', '', '', '', '', '1922, American golfer Walter Hagen became the first US-born golfer to win the British Open', '', '', '', '', '', '', '', '', '', '']"
['Answer the following question shortly according to the context: In which country is the Sky Train Rail bridge?[SEP] Context: Vancouver Skytrain is a light rail train that offers a great way to get around. ... The Sky Train is one of Vancouver’s best transportation bargains.[SEP] Answer: '],"['canada s', 'canadá', 'ᑲᓇᑕ', 'čanada', 'canadaa', 'america s top hat', 'cnada', 'kenadian', 'xanada', 'canadian federation', 'iso 3166 1 ca', 'canadialand', 'canada', 'canada references', 'dominion of canada', 'commonwealth of canada', 'etymology of canada', 'canadiophile']",['Canada'],"['Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada', 'Canada']"
['Answer the following question shortly according to the context: What was the Paramount Film Company originally called?[SEP] Context: The Paramount label first materialized in 1914 during its early years as a distribution company. Paramount would become a ... Film production Paramount Pictures ...[SEP] Answer: '],"['famous players film company', 'raleigh studios', 'famous players', 'celebrated players film corporation']",['The Paramount Film Company was originally called the Famous Players Film Company'],"['The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company', 'The Paramount Film Company was originally called the Famous Players Film Company']"
['Answer the following question shortly according to the context: Who was the first person after Scott to reach the South Pole overland?[SEP] Context: They were the first to do so overland since Scott in ... party reached the South Pole. They were the first to do so ... for the Pole after laying food and fuel ...[SEP] Answer: '],"['sir edmund', 'edmond hillary', 'sir edmund hillary', 'edmund hillary', 'sir edmund percival hillary', 'edmund hilary', 'sir ed', 'ed hillary', 'sir edmund hilary', 'edmund percival hillary']",['Roald Amundsen'],"['Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen was the first person after Scott to reach the South Pole overland', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen was the first person after Scott to reach the South Pole overland', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen was the first person after Scott to reach the South Pole overland', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen was the first person after Scott to reach the South Pole overland', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen', 'Roald Amundsen']"
"['Answer the following question shortly according to the context: Which journalist first told the world about the My Lai massacre?[SEP] Context: Journalist Seymour Hersh broke the story of the ... he recently traveled to My Lai for the first time, ... The world did not find out about the massacre until ...[SEP] Answer: ']","['dark side of camelot', 'seymour sy myron hersh', 'chain of command book', 'seymour hersch', 'seymour m hersh', 'seymour hersh', 'sy hersh', 'hersh seymour m', 'chain of command road from 9 11 to abu ghraib', 'seymour hirsch']",['1969'],"['1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969', '1969']"
"[""Answer the following question shortly according to the context: What is the name of Terence and Shirley Conran's dress designer son?[SEP] Context: ... you are interviewing Shirley Conran. ... and-coming designer Terence Conran, ... of fashion designer Jasper Conran - whom mother Shirley hasn't ...[SEP] Answer: ""]","['lydian stone', 'jaspis', 'egyptian jasper', 'youngite', 'bruneau jasper', 'jasper', 'jasper mineral', 'black jasper']",['Jasper Conran'],"['Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran', 'Jasper Conran']"
"[""Answer the following question shortly according to the context: Which drink did The Spice Girls promote?[SEP] Context: ... Spice girl Emma stated, ... millions of young people will think it's cool to drink Pepsi. Sadly though, Satan has used the Spice Girls to promote sexual ...[SEP] Answer: ""]","['homemade pepsi', 'pepsiman', 'pep si', 'diet cherry pepsi', 'pepsi', 'pepsi gold', 'pepsi man', 'diet pepsi vanilla', 'peppsey', 'pepsi cola', 'pepsi vanilla', 'pepsi x', 'pepsi b', 'pepsi convoy', 'pepsi lime', 'pepsi cino', 'pepsi avantage', 'pepsi samba', 'pepsi limited edition summer mix', 'pepsi tarik', 'pepsi am', 'pepsi sí', 'pepsi advantage', 'brad s drink', 'cherry pepsi', 'pepsi perfect', 'pepsi cappuccino', 'pepsi summer mix', 'pepsicola', 'pepsi si', 'wildcherrypepsi', 'pepsi fire', 'pepsi edge', 'joy of cola', 'vanilla pepsi', 'cokesi', 'pepsey', 'brads drink', 'pepsi holiday spice', 'pepsi ice', 'mandarin orange slice', 'diet wild cherry pepsi']",['Pepsi'],"['Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi']"
